Action,Sequence,Data
sad,20,[0.5356007814407349 0.5525600910186768 -0.5969797372817993 ... 0.0 0.0 0.0]
sad,20,[0.535448431968689 0.5525932908058167 -0.600857138633728 ... 0.0 0.0 0.0]
sad,20,[0.5334999561309814 0.5531090497970581 -0.6076896786689758 ... 0.0 0.0 0.0]
sad,20,[0.5334043502807617 0.5531159043312073 -0.6038047671318054 ... 0.0 0.0 0.0]
sad,20,[0.5333971977233887 0.5531160235404968 -0.5984191298484802 ... 0.0 0.0 0.0]
sad,20,[0.5333961248397827 0.5531055927276611 -0.6089523434638977 ... 0.0 0.0 0.0]
sad,20,[0.5335443019866943 0.5532056093215942 -0.6084469556808472 ... 0.0 0.0 0.0]
sad,20,[0.5338778495788574 0.5532149076461792 -0.5933879613876343 ... 0.0 0.0 0.0]
sad,20,[0.5347676277160645 0.5532487034797668 -0.6089850664138794 ... 0.0 0.0 0.0]
sad,21,[0.5354442596435547 0.5526779890060425 -0.6195638179779053 ... 0.0 0.0 0.0]
sad,21,[0.5353712439537048 0.5526571869850159 -0.5972955822944641 ... 0.0 0.0 0.0]
sad,21,[0.5347919464111328 0.5527200102806091 -0.6149736642837524 ... 0.0 0.0 0.0]
sad,21,[0.5345150232315063 0.5518338680267334 -0.6230663061141968 ... 0.0 0.0 0.0]
sad,21,[0.534396767616272 0.5507433414459229 -0.6201245188713074 ... 0.0 0.0 0.0]
sad,21,[0.5347951650619507 0.5503050684928894 -0.6183573007583618 ... 0.0 0.0 0.0]
sad,21,[0.5346570611000061 0.5495977997779846 -0.5857979655265808 ... 0.0 0.0 0.0]
sad,21,[0.5346375703811646 0.5490763187408447 -0.5736757516860962 ... 0.0 0.0 0.0]
sad,21,[0.534711480140686 0.5487124919891357 -0.5581194162368774 ... 0.0 0.0 0.0]
sad,21,[0.5347900986671448 0.5487053394317627 -0.5615642666816711 ... 0.0 0.0 0.0]
sad,21,[0.534609854221344 0.5486748218536377 -0.5837989449501038 ... 0.0 0.0 0.0]
sad,21,[0.5348885655403137 0.5485095977783203 -0.5707483291625977 ... 0.0 0.0 0.0]
sad,21,[0.535143256187439 0.5526602864265442 -0.6010345220565796 ... 0.0 0.0 0.0]
sad,21,[0.5348907709121704 0.5483540296554565 -0.5718792080879211 ... 0.0 0.0 0.0]
sad,21,[0.5348055362701416 0.5482013821601868 -0.5830202102661133 ... 0.0 0.0 0.0]
sad,21,[0.534811794757843 0.5481882691383362 -0.5796114206314087 ... 0.0 0.0 0.0]
sad,21,[0.5345970392227173 0.5481754541397095 -0.5746394991874695 ... 0.0 0.0 0.0]
sad,21,[0.5345991253852844 0.5481780767440796 -0.5725366473197937 ... 0.0 0.0 0.0]
sad,21,[0.5346604585647583 0.548171877861023 -0.5791677236557007 ... 0.0 0.0 0.0]
sad,21,[0.5342579483985901 0.5481680631637573 -0.5917341709136963 ... 0.0 0.0 0.0]
sad,21,[0.5343214273452759 0.5481814742088318 -0.6138065457344055 ... 0.0 0.0 0.0]
sad,21,[0.5343393087387085 0.5481292009353638 -0.5958412885665894 ... 0.0 0.0 0.0]
sad,21,[0.5343206524848938 0.5488356351852417 -0.6122172474861145 ... 0.0 0.0 0.0]
sad,21,[0.5349952578544617 0.5525805354118347 -0.5734191536903381 ... 0.0 0.0 0.0]
sad,21,[0.5349368453025818 0.552490770816803 -0.5898737907409668 ... 0.0 0.0 0.0]
sad,21,[0.5348576903343201 0.5526816844940186 -0.5982851982116699 ... 0.0 0.0 0.0]
sad,21,[0.5350627303123474 0.5526778697967529 -0.5691002011299133 ... 0.0 0.0 0.0]
sad,21,[0.535107433795929 0.5527034401893616 -0.5701284408569336 ... 0.0 0.0 0.0]
sad,21,[0.5349873304367065 0.552736222743988 -0.5704757571220398 ... 0.0 0.0 0.0]
sad,21,[0.5350850820541382 0.5527735352516174 -0.595003068447113 ... 0.0 0.0 0.0]
sad,22,[0.5350419282913208 0.5491706728935242 -0.5965285301208496 ... 0.0 0.0 0.0]
sad,22,[0.5350420475006104 0.5498430132865906 -0.5934774875640869 ... 0.0 0.0 0.0]
sad,22,[0.5353997945785522 0.5528461933135986 -0.5996119976043701 ... 0.0 0.0 0.0]
sad,22,[0.5353919863700867 0.5528563261032104 -0.5981556177139282 ... 0.0 0.0 0.0]
sad,22,[0.535252034664154 0.5528055429458618 -0.5867748856544495 ... 0.0 0.0 0.0]
sad,22,[0.5357813835144043 0.5527605414390564 -0.5868752002716064 ... 0.0 0.0 0.0]
sad,22,[0.5357928276062012 0.5528249740600586 -0.6032384634017944 ... 0.0 0.0 0.0]
sad,22,[0.5357928276062012 0.5528376698493958 -0.6001411080360413 ... 0.0 0.0 0.0]
sad,22,[0.535718560218811 0.5528435111045837 -0.5736434459686279 ... 0.0 0.0 0.0]
sad,22,[0.5354857444763184 0.5528490543365479 -0.5884195566177368 ... 0.0 0.0 0.0]
sad,22,[0.5354852080345154 0.5528507828712463 -0.5931590795516968 ... 0.0 0.0 0.0]
sad,22,[0.5359933972358704 0.5524820685386658 -0.6204321980476379 ... 0.0 0.0 0.0]
sad,22,[0.5351116061210632 0.5502743124961853 -0.5935092568397522 ... 0.0 0.0 0.0]
sad,22,[0.536006510257721 0.5522986650466919 -0.5947811603546143 ... 0.0 0.0 0.0]
sad,22,[0.5359467267990112 0.5520349740982056 -0.6034776568412781 ... 0.0 0.0 0.0]
sad,22,[0.5360053777694702 0.5518584847450256 -0.5791259407997131 ... 0.0 0.0 0.0]
sad,22,[0.5354102849960327 0.5518386960029602 -0.5924464464187622 ... 0.0 0.0 0.0]
sad,22,[0.535185694694519 0.5518884062767029 -0.5890341997146606 ... 0.0 0.0 0.0]
sad,22,[0.5351863503456116 0.5518383383750916 -0.5823628306388855 ... 0.0 0.0 0.0]
sad,22,[0.5351861715316772 0.5517690181732178 -0.5818718075752258 ... 0.0 0.0 0.0]
sad,22,[0.5352190732955933 0.5516889691352844 -0.6011976003646851 ... 0.0 0.0 0.0]
sad,22,[0.5358821749687195 0.5514574646949768 -0.5940273404121399 ... 0.0 0.0 0.0]
sad,22,[0.5358330607414246 0.5515081882476807 -0.5883991718292236 ... 0.0 0.0 0.0]
sad,22,[0.5356413125991821 0.5505785346031189 -0.595353901386261 ... 0.0 0.0 0.0]
sad,22,[0.5357223749160767 0.5508406758308411 -0.5917484164237976 ... 0.0 0.0 0.0]
sad,22,[0.5359194278717041 0.5508614778518677 -0.5871568918228149 ... 0.0 0.0 0.0]
sad,22,[0.5359099507331848 0.5509328842163086 -0.587188720703125 ... 0.0 0.0 0.0]
sad,22,[0.5359134078025818 0.5510079264640808 -0.5839716196060181 ... 0.0 0.0 0.0]
sad,22,[0.5357769727706909 0.5520832538604736 -0.5927344560623169 ... 0.0 0.0 0.0]
sad,22,[0.5355618596076965 0.5526426434516907 -0.5993836522102356 ... 0.0 0.0 0.0]
sad,23,[0.5347812175750732 0.5517338514328003 -0.5847058296203613 ... 0.0 0.0 0.0]
sad,23,[0.5349440574645996 0.5516258478164673 -0.5802603960037231 ... 0.0 0.0 0.0]
sad,23,[0.5342792272567749 0.5511482357978821 -0.6045132279396057 ... 0.0 0.0 0.0]
sad,23,[0.5341872572898865 0.5511600971221924 -0.587094247341156 ... 0.0 0.0 0.0]
sad,23,[0.5342296361923218 0.5511361956596375 -0.5725646615028381 ... 0.0 0.0 0.0]
sad,23,[0.5341826677322388 0.5511302351951599 -0.5743348002433777 ... 0.0 0.0 0.0]
sad,23,[0.534177839756012 0.5511218905448914 -0.57652348279953 ... 0.0 0.0 0.0]
sad,23,[0.534155011177063 0.5511773824691772 -0.5811318159103394 ... 0.0 0.0 0.0]
sad,23,[0.5338626503944397 0.5512707233428955 -0.5823454260826111 ... 0.0 0.0 0.0]
sad,23,[0.5333600640296936 0.5514746308326721 -0.5916426777839661 ... 0.0 0.0 0.0]
sad,23,[0.5333744287490845 0.5515457391738892 -0.6031592488288879 ... 0.0 0.0 0.0]
sad,23,[0.5334092378616333 0.5518143773078918 -0.6129903793334961 ... 0.0 0.0 0.0]
sad,23,[0.5348144769668579 0.551628053188324 -0.5851029753684998 ... 0.0 0.0 0.0]
sad,23,[0.5335386991500854 0.5518477559089661 -0.5936158299446106 ... 0.0 0.0 0.0]
sad,23,[0.5340450406074524 0.551860511302948 -0.6039125323295593 ... 0.0 0.0 0.0]
sad,23,[0.5346732139587402 0.551820695400238 -0.6080702543258667 ... 0.0 0.0 0.0]
sad,23,[0.5347124934196472 0.5516659021377563 -0.607948362827301 ... 0.0 0.0 0.0]
sad,23,[0.5351406931877136 0.5514618158340454 -0.5892664194107056 ... 0.0 0.0 0.0]
sad,23,[0.5352632403373718 0.5514265894889832 -0.6072626113891602 ... 0.0 0.0 0.0]
sad,23,[0.5354792475700378 0.5514167547225952 -0.6109216809272766 ... 0.0 0.0 0.0]
sad,23,[0.5357820391654968 0.5513467788696289 -0.6106134653091431 ... 0.0 0.0 0.0]
sad,23,[0.5357911586761475 0.5512955188751221 -0.5992685556411743 ... 0.0 0.0 0.0]
sad,23,[0.5357975363731384 0.5511993765830994 -0.6139683723449707 ... 0.0 0.0 0.0]
sad,23,[0.5347901582717896 0.5516244769096375 -0.6009683609008789 ... 0.0 0.0 0.0]
sad,23,[0.534814715385437 0.5514445900917053 -0.6105771660804749 ... 0.0 0.0 0.0]
sad,23,[0.5345969200134277 0.5512707233428955 -0.6100959181785583 ... 0.0 0.0 0.0]
sad,23,[0.5342473387718201 0.5512683987617493 -0.6143985986709595 ... 0.0 0.0 0.0]
sad,23,[0.5343157649040222 0.5512617826461792 -0.6149092316627502 ... 0.0 0.0 0.0]
sad,23,[0.5342777967453003 0.5512458086013794 -0.5827988386154175 ... 0.0 0.0 0.0]
sad,23,[0.5342753529548645 0.5511557459831238 -0.6023629307746887 ... 0.0 0.0 0.0]
sad,24,[0.5357024073600769 0.551200270652771 -0.6120160818099976 ... 0.0 0.0 0.0]
sad,24,[0.5357093811035156 0.5510401129722595 -0.5811074376106262 ... 0.0 0.0 0.0]
sad,24,[0.5364550948143005 0.5509068965911865 -0.5904668569564819 ... 0.0 0.0 0.0]
sad,24,[0.536803126335144 0.5509049892425537 -0.5909762382507324 ... 0.0 0.0 0.0]
sad,24,[0.5369792580604553 0.5508663654327393 -0.5867323279380798 ... 0.0 0.0 0.0]
sad,24,[0.5370341539382935 0.5508747100830078 -0.5897036790847778 ... 0.0 0.0 0.0]
sad,24,[0.5369982123374939 0.5510729551315308 -0.5922080278396606 ... 0.0 0.0 0.0]
sad,24,[0.5372028350830078 0.5511353611946106 -0.5942407846450806 ... 0.0 0.0 0.0]
sad,24,[0.537514865398407 0.5511628985404968 -0.5915337800979614 ... 0.0 0.0 0.0]
sad,24,[0.537541925907135 0.5515947937965393 -0.5677059888839722 ... 0.0 0.0 0.0]
sad,24,[0.5375434160232544 0.5515637993812561 -0.601263165473938 ... 0.0 0.0 0.0]
sad,24,[0.537538468837738 0.5517219305038452 -0.6011174321174622 ... 0.0 0.0 0.0]
sad,24,[0.5357016921043396 0.5510262250900269 -0.5878308415412903 ... 0.0 0.0 0.0]
sad,24,[0.5375452637672424 0.5517429709434509 -0.5980015397071838 ... 0.0 0.0 0.0]
sad,24,[0.5373157262802124 0.5518246293067932 -0.5977858304977417 ... 0.0 0.0 0.0]
sad,24,[0.5373333096504211 0.5518737435340881 -0.5956884622573853 ... 0.0 0.0 0.0]
sad,24,[0.5373531579971313 0.5517666339874268 -0.5988885164260864 ... 0.0 0.0 0.0]
sad,24,[0.5372310876846313 0.5517706274986267 -0.6015309691429138 ... 0.0 0.0 0.0]
sad,24,[0.5369925498962402 0.5518217086791992 -0.6035279035568237 ... 0.0 0.0 0.0]
sad,24,[0.5369964838027954 0.5518401861190796 -0.6125479936599731 ... 0.0 0.0 0.0]
sad,24,[0.537065863609314 0.5518040060997009 -0.6141234636306763 ... 0.0 0.0 0.0]
sad,24,[0.536925733089447 0.5521445870399475 -0.6073833703994751 ... 0.0 0.0 0.0]
sad,24,[0.5368255376815796 0.5521904826164246 -0.6196410655975342 ... 0.0 0.0 0.0]
sad,24,[0.5357083678245544 0.5510300397872925 -0.6145502328872681 ... 0.0 0.0 0.0]
sad,24,[0.5357369780540466 0.5510061383247375 -0.6153267621994019 ... 0.0 0.0 0.0]
sad,24,[0.5358744859695435 0.5509693026542664 -0.5977749228477478 ... 0.0 0.0 0.0]
sad,24,[0.5360268354415894 0.5509272813796997 -0.5976952314376831 ... 0.0 0.0 0.0]
sad,24,[0.5363717675209045 0.5509179830551147 -0.6005877256393433 ... 0.0 0.0 0.0]
sad,24,[0.5364797711372375 0.5509400963783264 -0.5748569965362549 ... 0.0 0.0 0.0]
sad,24,[0.5364511013031006 0.5509406328201294 -0.5901511907577515 ... 0.0 0.0 0.0]
sad,25,[0.5364090204238892 0.5521116852760315 -0.6187233328819275 ... 0.0 0.0 0.0]
sad,25,[0.5367027521133423 0.5521419644355774 -0.6178940534591675 ... 0.0 0.0 0.0]
sad,25,[0.5363616347312927 0.5525372624397278 -0.6235982775688171 ... 0.0 0.0 0.0]
sad,25,[0.536169707775116 0.552582323551178 -0.6233569383621216 ... 0.0 0.0 0.0]
sad,25,[0.5359512567520142 0.5519475936889648 -0.6157805323600769 ... 0.0 0.0 0.0]
sad,25,[0.5358335375785828 0.5520547032356262 -0.6220999956130981 ... 0.0 0.0 0.0]
sad,25,[0.535512387752533 0.5523431301116943 -0.6219671368598938 ... 0.0 0.0 0.0]
sad,25,[0.535486102104187 0.5528500080108643 -0.6233134269714355 ... 0.0 0.0 0.0]
sad,25,[0.5355411767959595 0.552861213684082 -0.621915876865387 ... 0.0 0.0 0.0]
sad,25,[0.535569429397583 0.5528720021247864 -0.6234481334686279 ... 0.0 0.0 0.0]
sad,25,[0.5355659127235413 0.5529007315635681 -0.6020787954330444 ... 0.0 0.0 0.0]
sad,25,[0.535681426525116 0.5530176758766174 -0.5973586440086365 ... 0.0 0.0 0.0]
sad,25,[0.5365675687789917 0.5521488189697266 -0.6176531910896301 ... 0.0 0.0 0.0]
sad,25,[0.5357076525688171 0.5529773831367493 -0.6025757193565369 ... 0.0 0.0 0.0]
sad,25,[0.5359265208244324 0.553092896938324 -0.5903890132904053 ... 0.0 0.0 0.0]
sad,25,[0.5360330939292908 0.5530797839164734 -0.5923597812652588 ... 0.0 0.0 0.0]
sad,25,[0.5358952283859253 0.5531371235847473 -0.5930986404418945 ... 0.0 0.0 0.0]
sad,25,[0.536827027797699 0.5531336069107056 -0.5919739007949829 ... 0.0 0.0 0.0]
sad,25,[0.5368763208389282 0.5531966090202332 -0.6000514030456543 ... 0.0 0.0 0.0]
sad,25,[0.5365198254585266 0.5531914830207825 -0.6237112283706665 ... 0.0 0.0 0.0]
sad,25,[0.536613941192627 0.5532189011573792 -0.6255921125411987 ... 0.0 0.0 0.0]
sad,25,[0.5366892218589783 0.5534583330154419 -0.6253182291984558 ... 0.0 0.0 0.0]
sad,25,[0.5366834402084351 0.5533378720283508 -0.6245862245559692 ... 0.0 0.0 0.0]
sad,25,[0.5365422964096069 0.5521271228790283 -0.6118844747543335 ... 0.0 0.0 0.0]
sad,25,[0.5364276170730591 0.5520403385162354 -0.6061655282974243 ... 0.0 0.0 0.0]
sad,25,[0.5364441871643066 0.5521234273910522 -0.6074296236038208 ... 0.0 0.0 0.0]
sad,25,[0.5365465879440308 0.5523573756217957 -0.5946999788284302 ... 0.0 0.0 0.0]
sad,25,[0.5365280508995056 0.5524671673774719 -0.613919198513031 ... 0.0 0.0 0.0]
sad,25,[0.5364459753036499 0.5525075197219849 -0.6105638742446899 ... 0.0 0.0 0.0]
sad,25,[0.5363377928733826 0.5525234937667847 -0.6223798394203186 ... 0.0 0.0 0.0]
sad,26,[0.5366755723953247 0.5533798933029175 -0.6289019584655762 ... 0.0 0.0 0.0]
sad,26,[0.5369468927383423 0.5534231066703796 -0.6306318044662476 ... 0.0 0.0 0.0]
sad,26,[0.5381262302398682 0.5531561374664307 -0.6393030285835266 ... 0.0 0.0 0.0]
sad,26,[0.538032591342926 0.5531793832778931 -0.6403778195381165 ... 0.0 0.0 0.0]
sad,26,[0.5379060506820679 0.5532463788986206 -0.63154137134552 ... 0.0 0.0 0.0]
sad,26,[0.537991464138031 0.5535892248153687 -0.6314345598220825 ... 0.0 0.0 0.0]
sad,26,[0.5381087064743042 0.553700864315033 -0.6312102675437927 ... 0.0 0.0 0.0]
sad,26,[0.5381362438201904 0.5537139177322388 -0.6163878440856934 ... 0.0 0.0 0.0]
sad,26,[0.5380673408508301 0.5537250638008118 -0.6119837164878845 ... 0.0 0.0 0.0]
sad,26,[0.5380691885948181 0.5537319183349609 -0.6127683520317078 ... 0.0 0.0 0.0]
sad,26,[0.5380712151527405 0.5537513494491577 -0.613344132900238 ... 0.0 0.0 0.0]
sad,26,[0.5379912257194519 0.5537900924682617 -0.6109784841537476 ... 0.0 0.0 0.0]
sad,26,[0.537070631980896 0.553238034248352 -0.6299034357070923 ... 0.0 0.0 0.0]
sad,26,[0.537992000579834 0.5537639856338501 -0.6114487051963806 ... 0.0 0.0 0.0]
sad,26,[0.5379976034164429 0.5538330078125 -0.6156185865402222 ... 0.0 0.0 0.0]
sad,26,[0.5380234122276306 0.5536758899688721 -0.6159777045249939 ... 0.0 0.0 0.0]
sad,26,[0.5384447574615479 0.5537050366401672 -0.6303973197937012 ... 0.0 0.0 0.0]
sad,26,[0.5384430289268494 0.5537897348403931 -0.6312166452407837 ... 0.0 0.0 0.0]
sad,26,[0.5385193824768066 0.5537684559822083 -0.6280338168144226 ... 0.0 0.0 0.0]
sad,26,[0.5384657979011536 0.5536308288574219 -0.6112648248672485 ... 0.0 0.0 0.0]
sad,26,[0.5385938882827759 0.553199827671051 -0.6107522249221802 ... 0.0 0.0 0.0]
sad,26,[0.5386383533477783 0.5532007217407227 -0.604051947593689 ... 0.0 0.0 0.0]
sad,26,[0.5386737585067749 0.5531562566757202 -0.6155768632888794 ... 0.0 0.0 0.0]
sad,26,[0.5372381806373596 0.5530889630317688 -0.6297242045402527 ... 0.0 0.0 0.0]
sad,26,[0.5373150110244751 0.5529314875602722 -0.6235279440879822 ... 0.0 0.0 0.0]
sad,26,[0.5375968217849731 0.552990198135376 -0.6290816068649292 ... 0.0 0.0 0.0]
sad,26,[0.5380939841270447 0.5526843667030334 -0.6245346069335938 ... 0.0 0.0 0.0]
sad,26,[0.5382075905799866 0.5528274774551392 -0.6242384314537048 ... 0.0 0.0 0.0]
sad,26,[0.5381619334220886 0.5528848171234131 -0.6279135942459106 ... 0.0 0.0 0.0]
sad,26,[0.5381382703781128 0.5529994368553162 -0.6405897736549377 ... 0.0 0.0 0.0]
sad,27,[0.5386496782302856 0.5531541109085083 -0.6203993558883667 ... 0.0 0.0 0.0]
sad,27,[0.5384191274642944 0.5535535216331482 -0.6154468655586243 ... 0.0 0.0 0.0]
sad,27,[0.5367610454559326 0.5537335276603699 -0.603631854057312 ... 0.0 0.0 0.0]
sad,27,[0.5361219644546509 0.5536999106407166 -0.5939931273460388 ... 0.0 0.0 0.0]
sad,27,[0.5361188054084778 0.5536981225013733 -0.5952215790748596 ... 0.0 0.0 0.0]
sad,27,[0.5359451174736023 0.5537058711051941 -0.5885451436042786 ... 0.0 0.0 0.0]
sad,27,[0.5362599492073059 0.5536350011825562 -0.5905948877334595 ... 0.0 0.0 0.0]
sad,27,[0.5362054109573364 0.5537601709365845 -0.6173185110092163 ... 0.0 0.0 0.0]
sad,27,[0.5362839698791504 0.5538766980171204 -0.636014997959137 ... 0.0 0.0 0.0]
sad,27,[0.5362387895584106 0.5538871884346008 -0.6326135396957397 ... 0.0 0.0 0.0]
sad,27,[0.5362489223480225 0.5536447763442993 -0.6046280860900879 ... 0.0 0.0 0.0]
sad,27,[0.5362594127655029 0.5536780953407288 -0.6342555284500122 ... 0.0 0.0 0.0]
sad,27,[0.5382732152938843 0.5538691878318787 -0.6121419668197632 ... 0.0 0.0 0.0]
sad,27,[0.5362507104873657 0.5536786317825317 -0.6264063715934753 ... 0.0 0.0 0.0]
sad,27,[0.5359340310096741 0.5536545515060425 -0.621705174446106 ... 0.0 0.0 0.0]
sad,27,[0.5355192422866821 0.5536527037620544 -0.6041787266731262 ... 0.0 0.0 0.0]
sad,27,[0.5356504321098328 0.5536686778068542 -0.6248001456260681 ... 0.0 0.0 0.0]
sad,27,[0.535706639289856 0.5537145733833313 -0.6215451955795288 ... 0.0 0.0 0.0]
sad,27,[0.5359319448471069 0.5538374781608582 -0.6214098334312439 ... 0.0 0.0 0.0]
sad,27,[0.5361951589584351 0.5538934469223022 -0.6193476915359497 ... 0.0 0.0 0.0]
sad,27,[0.5362050533294678 0.554180383682251 -0.6001660823822021 ... 0.0 0.0 0.0]
sad,27,[0.5369861721992493 0.5546060800552368 -0.6032404899597168 ... 0.0 0.0 0.0]
sad,27,[0.5369882583618164 0.5546147227287292 -0.6178783774375916 ... 0.0 0.0 0.0]
sad,27,[0.5382519960403442 0.5540571808815002 -0.6132908463478088 ... 0.0 0.0 0.0]
sad,27,[0.5382110476493835 0.554233729839325 -0.6258130073547363 ... 0.0 0.0 0.0]
sad,27,[0.5381587743759155 0.5542362928390503 -0.6181842088699341 ... 0.0 0.0 0.0]
sad,27,[0.5381563901901245 0.5542892217636108 -0.6156696677207947 ... 0.0 0.0 0.0]
sad,27,[0.5373705625534058 0.5542958974838257 -0.6160677671432495 ... 0.0 0.0 0.0]
sad,27,[0.5372068881988525 0.5540257096290588 -0.6127593517303467 ... 0.0 0.0 0.0]
sad,27,[0.5371948480606079 0.5537391901016235 -0.6112635135650635 ... 0.0 0.0 0.0]
sad,28,[0.5368738174438477 0.5546215176582336 -0.6178199052810669 ... 0.0 0.0 0.0]
sad,28,[0.5372587442398071 0.5546286702156067 -0.6055907011032104 ... 0.0 0.0 0.0]
sad,28,[0.5374234914779663 0.5540328621864319 -0.6034022569656372 ... 0.0 0.0 0.0]
sad,28,[0.5372946262359619 0.5536903738975525 -0.6222699880599976 ... 0.0 0.0 0.0]
sad,28,[0.5368107557296753 0.5535039305686951 -0.6102310419082642 ... 0.0 0.0 0.0]
sad,28,[0.536808431148529 0.553506076335907 -0.6288012266159058 ... 0.0 0.0 0.0]
sad,28,[0.5367450714111328 0.5535033345222473 -0.6118075847625732 ... 0.0 0.0 0.0]
sad,28,[0.5367366671562195 0.5533928275108337 -0.6272375583648682 ... 0.0 0.0 0.0]
sad,28,[0.5369266271591187 0.5534639954566956 -0.6328763365745544 ... 0.0 0.0 0.0]
sad,28,[0.5369271039962769 0.5534762144088745 -0.6223216652870178 ... 0.0 0.0 0.0]
sad,28,[0.5368751287460327 0.5534756183624268 -0.6361008882522583 ... 0.0 0.0 0.0]
sad,28,[0.5369148254394531 0.5534752607345581 -0.6327661871910095 ... 0.0 0.0 0.0]
sad,28,[0.5373901724815369 0.554520308971405 -0.5877212285995483 ... 0.0 0.0 0.0]
sad,28,[0.5367715358734131 0.5534926056861877 -0.6189574003219604 ... 0.0 0.0 0.0]
sad,28,[0.5360239148139954 0.5534008741378784 -0.5900299549102783 ... 0.0 0.0 0.0]
sad,28,[0.535943865776062 0.5533170700073242 -0.6155909895896912 ... 0.0 0.0 0.0]
sad,28,[0.5350015759468079 0.5537626147270203 -0.6274019479751587 ... 0.0 0.0 0.0]
sad,28,[0.534568190574646 0.5537503361701965 -0.626832127571106 ... 0.0 0.0 0.0]
sad,28,[0.5340637564659119 0.5542578101158142 -0.6282988786697388 ... 0.0 0.0 0.0]
sad,28,[0.5327744483947754 0.5542620420455933 -0.6066173315048218 ... 0.0 0.0 0.0]
sad,28,[0.5327773690223694 0.5543510317802429 -0.6075624227523804 ... 0.0 0.0 0.0]
sad,28,[0.5327997803688049 0.5543926358222961 -0.599244236946106 ... 0.0 0.0 0.0]
sad,28,[0.5324302911758423 0.5546299815177917 -0.6644085645675659 ... 0.0 0.0 0.0]
sad,28,[0.5374303460121155 0.5543938279151917 -0.614827036857605 ... 0.0 0.0 0.0]
sad,28,[0.5373290181159973 0.554619550704956 -0.6146705150604248 ... 0.0 0.0 0.0]
sad,28,[0.5373402237892151 0.5546854734420776 -0.5950132608413696 ... 0.0 0.0 0.0]
sad,28,[0.5376392602920532 0.5546596050262451 -0.6303311586380005 ... 0.0 0.0 0.0]
sad,28,[0.5374891757965088 0.5544552206993103 -0.628657877445221 ... 0.0 0.0 0.0]
sad,28,[0.5375869274139404 0.5543267726898193 -0.6224239468574524 ... 0.0 0.0 0.0]
sad,28,[0.5375653505325317 0.5542779564857483 -0.6040238738059998 ... 0.0 0.0 0.0]
sad,29,[0.5322882533073425 0.5546389222145081 -0.6013559103012085 ... 0.0 0.0 0.0]
sad,29,[0.5356271862983704 0.5542371869087219 -0.6023772358894348 ... 0.0 0.0 0.0]
sad,29,[0.5484441518783569 0.5451889038085938 -0.6140462756156921 ... 0.0 0.0 0.0]
sad,29,[0.5503696203231812 0.5439807772636414 -0.6303232908248901 ... 0.0 0.0 0.0]
sad,29,[0.5549255013465881 0.543442964553833 -0.7227792739868164 ... 0.0 0.0 0.0]
sad,29,[0.5606409311294556 0.5424622297286987 -0.7152875661849976 ... 0.0 0.0 0.0]
sad,29,[0.5624492168426514 0.5421767830848694 -0.615829348564148 ... 0.0 0.0 0.0]
sad,29,[0.5618835687637329 0.5423073172569275 -0.7302668690681458 ... 0.0 0.0 0.0]
sad,29,[0.5615745782852173 0.5423847436904907 -0.713739812374115 ... 0.0 0.0 0.0]
